,address,commission_district,date_and_time,flood_depth_measured_here,flood_type,has_this_location_flooded,municipality,flood_depth_measured_here_other,what_properties_are_flooded_oth,water_depth_in_inches,what_properties_are_flooded,zip_code,temperature,atmospheric_pressure,air_humidity,wind_speed,wind_gust,wind_direction,longitude,latitude,horizontal_accuracy,date,geometry
512,"332 Riviera Dr, Fort Lauderdale, Florida, 33301",4,"Mon, 07 Nov 2016 19:04:19 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.1127216,26.11880923,,2016-11-07 19:04:19,POINT (-80.1127216 26.118809227)
513,"2501 Hibiscus Pl, Fort Lauderdale, Florida, 33301",4,"Mon, 07 Nov 2016 19:08:04 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.11254055,26.11778689,,2016-11-07 19:08:04,POINT (-80.1125405509999 26.117786895)
514,"3241 Canal Dr, Pompano Beach, Florida, 33062",4,"Mon, 07 Nov 2016 19:11:46 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08703611,26.25328611,,2016-11-07 19:11:46,POINT (-80.087036111 26.253286111)
515,"56 Hendricks Isle, Fort Lauderdale, Florida, 33301",4,"Mon, 07 Nov 2016 19:13:43 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12181295,26.1222928,,2016-11-07 19:13:43,POINT (-80.121812947 26.1222927960001)
516,"305 Isle of Capri Dr, Fort Lauderdale, Florida, 33301",4,"Mon, 07 Nov 2016 19:19:28 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12430199,26.11903256,,2016-11-07 19:19:28,POINT (-80.124301986 26.1190325580001)
517,"2500 Griffin Rd, Fort Lauderdale, Florida, 33312",6,"Thu, 24 Aug 2017 15:22:33 GMT",,high_tide_tidal_flooding,,DANIA BEACH,,,,,33312,,,,,,,-80.17412656,26.06168975,,2017-08-24 15:22:33,POINT (-80.174126559 26.06168975)
518,"33305, Poinsettia Heights, Fort Lauderdale, Broward, Florida",4,"Thu, 24 Aug 2017 15:23:03 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33305,,,,,,,-80.12115,26.15482,,2017-08-24 15:23:03,POINT (-80.12115 26.15482)
519,"38-64 N Andrews Ave, Fort Lauderdale, Florida, 33301",4,"Fri, 15 Sep 2017 15:50:48 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.14350778,26.12271828,,2017-09-15 15:50:48,POINT (-80.1435077789999 26.122718284)
520,"705 Harrison St, Hollywood, Florida, 33019",6,"Wed, 20 Sep 2017 18:06:21 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11880555,26.01126667,,2017-09-20 18:06:21,POINT (-80.1188055549999 26.011266667)
521,"700-798 Van Buren St, Hollywood, Florida, 33019",6,"Wed, 20 Sep 2017 18:08:14 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11882778,26.01024722,,2017-09-20 18:08:14,POINT (-80.118827778 26.010247222)
522,"707 Van Buren St, Hollywood, Florida, 33019",6,"Wed, 20 Sep 2017 18:09:23 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11860555,26.01036667,,2017-09-20 18:09:23,POINT (-80.118605555 26.010366667)
523,"700-798 Van Buren St, Hollywood, Florida, 33019",6,"Wed, 20 Sep 2017 18:10:47 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11949167,26.01025278,,2017-09-20 18:10:47,POINT (-80.119491666 26.010252778)
524,"2801 NE 14th St, Fort Lauderdale, Florida, 33304",4,"Wed, 20 Sep 2017 18:11:49 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.10828333,26.14533611,,2017-09-20 18:11:49,POINT (-80.108283333 26.1453361110001)
525,"3233 Canal Dr, Pompano Beach, Florida, 33062",4,"Thu, 21 Sep 2017 17:08:51 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08714167,26.25338611,,2017-09-21 17:08:51,POINT (-80.087141666 26.253386111)
526,"3205 Canal Dr, Pompano Beach, Florida, 33062",4,"Thu, 21 Sep 2017 17:12:54 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08823333,26.25318611,,2017-09-21 17:12:54,POINT (-80.0882333329999 26.2531861110001)
527,"1705 N Riverside Dr, Pompano Beach, Florida, 33062",4,"Thu, 21 Sep 2017 17:13:40 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08866111,26.25315278,,2017-09-21 17:13:40,POINT (-80.088661111 26.253152777)
528,"939 SR-A1A, Pompano Beach, Florida, 33062",4,"Thu, 21 Sep 2017 17:14:39 GMT",,high_tide_tidal_flooding,,HILLSBORO BEACH,,,,,33062,,,,,,,-80.08088611,26.26546944,,2017-09-21 17:14:39,POINT (-80.080886111 26.2654694440001)
529,"Coconut Isle Dr, Fort Lauderdale, Florida, 33301",4,"Fri, 22 Sep 2017 13:08:17 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.121717,26.1195975,,2017-09-22 13:08:17,POINT (-80.121717 26.1195975000001)
530,"Coconut Isle Dr, Fort Lauderdale, Florida, 33301",4,"Fri, 22 Sep 2017 13:10:10 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.121717,26.1195975,,2017-09-22 13:10:10,POINT (-80.121717 26.1195975000001)
531,"Coconut Isle Dr, Fort Lauderdale, Florida, 33301",4,"Fri, 22 Sep 2017 13:13:02 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.121717,26.1195975,,2017-09-22 13:13:02,POINT (-80.121717 26.1195975000001)
532,"Coconut Isle Dr, Fort Lauderdale, Florida, 33301",4,"Fri, 22 Sep 2017 13:15:21 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.121717,26.1195975,,2017-09-22 13:15:21,POINT (-80.121717 26.1195975000001)
533,"408-498 N New River Dr E, Fort Lauderdale, Florida, 33301",4,"Wed, 27 Sep 2017 14:15:33 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.13777778,26.11805556,,2017-09-27 14:15:33,POINT (-80.137777778 26.1180555550001)
534,"Canal Dr & N Riverside Dr, Pompano Beach, Florida, 33062",4,"Wed, 27 Sep 2017 18:01:56 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08857,26.253198,,2017-09-27 18:01:56,POINT (-80.08857 26.253198)
535,"3201-3249 Canal Dr, Pompano Beach, Florida, 33062",4,"Wed, 27 Sep 2017 18:04:22 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08853513,26.25316192,,2017-09-27 18:04:22,POINT (-80.0885351309999 26.253161922)
536,"707 Van Buren St, Hollywood, Florida, 33019",6,"Wed, 27 Sep 2017 18:53:53 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11862127,26.01037173,,2017-09-27 18:53:53,POINT (-80.1186212649999 26.0103717310001)
537,"707 Van Buren St, Hollywood, Florida, 33019",6,"Wed, 27 Sep 2017 18:55:32 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11856762,26.010297,,2017-09-27 18:55:32,POINT (-80.11856762 26.010297004)
538,"700-798 Van Buren St, Hollywood, Florida, 33019",6,"Wed, 27 Sep 2017 18:57:30 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11912016,26.01030424,,2017-09-27 18:57:30,POINT (-80.119120155 26.010304236)
539,"500 E Las Olas Blvd, Fort Lauderdale, Florida, 33301",4,"Wed, 04 Oct 2017 15:01:06 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.13805555,26.11833333,,2017-10-04 15:01:06,POINT (-80.1380555549999 26.1183333330001)
540,"359-399 S New River Dr E, Fort Lauderdale, Florida, 33301",4,"Wed, 04 Oct 2017 15:30:06 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.13916667,26.11666667,,2017-10-04 15:30:06,POINT (-80.1391666659999 26.1166666670001)
541,Carrie B Harbor Tours,4,"Wed, 04 Oct 2017 18:16:00 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.13807778,26.11792222,,2017-10-04 18:16:00,POINT (-80.138077778 26.1179222220001)
542,"335 S Federal Hwy, Fort Lauderdale, Florida, 33301",4,"Wed, 04 Oct 2017 18:17:29 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.13741389,26.11826111,,2017-10-04 18:17:29,POINT (-80.137413889 26.118261111)
543,"S Federal Hwy, Fort Lauderdale, Florida, 33301",4,"Wed, 04 Oct 2017 18:19:15 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.13765,26.11833611,,2017-10-04 18:19:15,POINT (-80.13765 26.1183361110001)
544,"1415 SE 11th Ct, Fort Lauderdale, Florida, 33316",4,"Wed, 04 Oct 2017 18:20:49 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12837222,26.10850833,,2017-10-04 18:20:49,POINT (-80.1283722219999 26.1085083340001)
545,"1501 SE 12th St, Fort Lauderdale, Florida, 33316",4,"Wed, 04 Oct 2017 18:22:14 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12823611,26.10842778,,2017-10-04 18:22:14,POINT (-80.128236112 26.1084277780001)
546,"1501 SE 12th St, Fort Lauderdale, Florida, 33316",4,"Wed, 04 Oct 2017 18:23:11 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12824167,26.108575,,2017-10-04 18:23:11,POINT (-80.1282416669999 26.108575)
547,"1100-1178 Cordova Rd, Fort Lauderdale, Florida, 33316",4,"Wed, 04 Oct 2017 18:24:10 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12825,26.10864722,,2017-10-04 18:24:10,POINT (-80.12825 26.1086472220001)
548,"1101-1179 Cordova Rd, Fort Lauderdale, Florida, 33316",4,"Wed, 04 Oct 2017 18:25:07 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12832778,26.10867778,,2017-10-04 18:25:07,POINT (-80.128327777 26.1086777780001)
549,"1501-1799 SE 12th St, Fort Lauderdale, Florida, 33316",4,"Wed, 04 Oct 2017 18:26:04 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12576945,26.10800555,,2017-10-04 18:26:04,POINT (-80.125769445 26.108005555)
550,"621-899 Cordova Rd, Fort Lauderdale, Florida, 33316",4,"Wed, 04 Oct 2017 18:26:53 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12736389,26.11288889,,2017-10-04 18:26:53,POINT (-80.127363889 26.112888889)
551,"1600-1898 SE 8th St, Fort Lauderdale, Florida, 33316",4,"Wed, 04 Oct 2017 18:28:18 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12677778,26.11332222,,2017-10-04 18:28:18,POINT (-80.126777778 26.1133222220001)
552,"1550 Ponce de Leon Dr, Fort Lauderdale, Florida, 33316",4,"Wed, 04 Oct 2017 18:29:51 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12741944,26.11451111,,2017-10-04 18:29:51,POINT (-80.1274194439999 26.1145111110001)
553,"1501-1599 SE 7th St, Fort Lauderdale, Florida, 33316",4,"Wed, 04 Oct 2017 18:30:51 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12698333,26.11475833,,2017-10-04 18:30:51,POINT (-80.126983334 26.1147583330001)
554,"305 Isle of Capri Dr, Fort Lauderdale, Florida, 33301",4,"Wed, 04 Oct 2017 18:58:03 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12429167,26.11903056,,2017-10-04 18:58:03,POINT (-80.124291667 26.119030556)
555,"301-399 Mola Ave, Fort Lauderdale, Florida, 33301",4,"Wed, 04 Oct 2017 18:59:23 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12461945,26.11876667,,2017-10-04 18:59:23,POINT (-80.124619445 26.118766666)
556,"435 Mola Ave, Fort Lauderdale, Florida, 33301",4,"Wed, 04 Oct 2017 19:00:24 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12536667,26.11691944,,2017-10-04 19:00:24,POINT (-80.125366667 26.1169194440001)
557,"435 Mola Ave, Fort Lauderdale, Florida, 33301",4,"Wed, 04 Oct 2017 19:01:30 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12545,26.11686111,,2017-10-04 19:01:30,POINT (-80.12545 26.116861111)
558,"400-598 Mola Ave, Fort Lauderdale, Florida, 33301",4,"Wed, 04 Oct 2017 19:02:16 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12486944,26.11855,,2017-10-04 19:02:16,POINT (-80.124869444 26.11855)
559,"2366 E Las Olas Blvd, Fort Lauderdale, Florida, 33301",4,"Wed, 04 Oct 2017 19:03:07 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.1138,26.12004167,,2017-10-04 19:03:07,POINT (-80.1138 26.1200416660001)
560,"65 Hendricks Is, Fort Lauderdale, Florida, 33301",4,"Wed, 04 Oct 2017 19:04:24 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12203889,26.12254445,,2017-10-04 19:04:24,POINT (-80.122038889 26.1225444450001)
561,"1-599 Hendricks Is, Fort Lauderdale, Florida, 33301",4,"Wed, 04 Oct 2017 19:05:46 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12199444,26.12301667,,2017-10-04 19:05:46,POINT (-80.1219944439999 26.1230166660001)
562,"81 Hendricks Is, Fort Lauderdale, Florida, 33301",4,"Wed, 04 Oct 2017 19:06:18 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12203333,26.123025,,2017-10-04 19:06:18,POINT (-80.1220333329999 26.123025)
563,"84 Hendricks Is, Fort Lauderdale, Florida, 33301",4,"Wed, 04 Oct 2017 19:06:58 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12189444,26.12308611,,2017-10-04 19:06:58,POINT (-80.121894444 26.1230861110001)
564,"1-599 Hendricks Is, Fort Lauderdale, Florida, 33301",4,"Wed, 04 Oct 2017 19:31:13 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12199444,26.12301667,,2017-10-04 19:31:13,POINT (-80.1219944439999 26.1230166660001)
565,"1501-1799 SE 12th St, Fort Lauderdale, Florida, 33316",4,"Wed, 04 Oct 2017 19:32:15 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12576945,26.10800555,,2017-10-04 19:32:15,POINT (-80.125769445 26.108005555)
566,"1900-1998 Karen Dr, Fort Lauderdale, Florida, 33304",4,"Thu, 05 Oct 2017 13:42:57 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.12083333,26.13083333,,2017-10-05 13:42:57,POINT (-80.120833333 26.1308333330001)
567,"1621 SR-A1A, Pompano Beach, Florida, 33062",4,"Thu, 05 Oct 2017 14:30:11 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08686273,26.25301477,,2017-10-05 14:30:11,POINT (-80.0868627309999 26.253014769)
568,"1621 SR-A1A, Pompano Beach, Florida, 33062",4,"Thu, 05 Oct 2017 15:20:38 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08682352,26.25302033,,2017-10-05 15:20:38,POINT (-80.086823516 26.2530203260001)
569,"3241 Canal Dr, Pompano Beach, Florida, 33062",4,"Thu, 05 Oct 2017 15:22:28 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08698651,26.2532642,,2017-10-05 15:22:28,POINT (-80.086986514 26.2532641980001)
570,"3233 Canal Dr, Pompano Beach, Florida, 33062",4,"Thu, 05 Oct 2017 15:24:03 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.0871004,26.2533284,,2017-10-05 15:24:03,POINT (-80.087100401 26.2533284020001)
571,"3205 Canal Dr, Pompano Beach, Florida, 33062",4,"Thu, 05 Oct 2017 15:27:14 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08815242,26.25320998,,2017-10-05 15:27:14,POINT (-80.088152417 26.253209978)
572,"3201 Canal Dr, Pompano Beach, Florida, 33062",4,"Thu, 05 Oct 2017 15:29:02 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08845881,26.25319538,,2017-10-05 15:29:02,POINT (-80.0884588059999 26.2531953760001)
573,"3221 NE 16th St, Pompano Beach, Florida, 33062",4,"Thu, 05 Oct 2017 15:31:03 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.0877569,26.25248184,,2017-10-05 15:31:03,POINT (-80.087756898 26.252481845)
574,"905-949 SR-A1A, Pompano Beach, Florida, 33062",4,"Thu, 05 Oct 2017 15:33:42 GMT",,high_tide_tidal_flooding,,HILLSBORO BEACH,,,,,33062,,,,,,,-80.08156629,26.26354429,,2017-10-05 15:33:42,POINT (-80.081566288 26.2635442910001)
575,"945 SR-A1A, Pompano Beach, Florida, 33062",4,"Thu, 05 Oct 2017 15:35:47 GMT",,high_tide_tidal_flooding,,HILLSBORO BEACH,,,,,33062,,,,,,,-80.08069812,26.26597838,,2017-10-05 15:35:47,POINT (-80.0806981149999 26.265978381)
576,"1609 N Riverside Dr, Pompano Beach, Florida, 33062",4,"Thu, 05 Oct 2017 15:40:02 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08865294,26.2528523,,2017-10-05 15:40:02,POINT (-80.088652944 26.252852298)
577,"1609 N Riverside Dr, Pompano Beach, Florida, 33062",4,"Thu, 05 Oct 2017 15:42:00 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08859517,26.25291706,,2017-10-05 15:42:00,POINT (-80.088595169 26.252917056)
578,"1705 N Riverside Dr, Pompano Beach, Florida, 33062",4,"Thu, 05 Oct 2017 15:43:22 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08853739,26.25297943,,2017-10-05 15:43:22,POINT (-80.088537394 26.252979431)
579,"1650 N Riverside Dr, Pompano Beach, Florida, 33062",4,"Thu, 05 Oct 2017 15:45:12 GMT",,high_tide_tidal_flooding,,POMPANO BEACH,,,,,33062,,,,,,,-80.08844043,26.25288932,,2017-10-05 15:45:12,POINT (-80.088440433 26.2528893200001)
580,Secret Woods Nature Center,6,"Thu, 05 Oct 2017 15:45:17 GMT",,high_tide_tidal_flooding,,DANIA BEACH,,,,,33312,,,,,,,-80.17755889,26.08899878,,2017-10-05 15:45:17,POINT (-80.1775588889999 26.0889987780001)
581,"N South Lake Dr, Hollywood, Florida, 33019",6,"Thu, 05 Oct 2017 16:54:11 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.119611,26.010297,,2017-10-05 16:54:11,POINT (-80.119611 26.010297)
582,"2000 NE 15th Ave, Fort Lauderdale, Florida, 33305",4,"Thu, 05 Oct 2017 17:33:10 GMT",,high_tide_tidal_flooding,,WILTON MANORS,,,,,33305,,,,,,,-80.12888889,26.15416667,,2017-10-05 17:33:10,POINT (-80.1288888889999 26.154166667)
583,"2006 NE 15th Ave, Fort Lauderdale, Florida, 33305",4,"Thu, 05 Oct 2017 17:34:25 GMT",,high_tide_tidal_flooding,,WILTON MANORS,,,,,33305,,,,,,,-80.12851771,26.1542678,,2017-10-05 17:34:25,POINT (-80.12851771 26.154267804)
584,"1757 NE 21st St, Fort Lauderdale, Florida, 33305",4,"Thu, 05 Oct 2017 17:36:45 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33305,,,,,,,-80.12361111,26.15388889,,2017-10-05 17:36:45,POINT (-80.1236111109999 26.153888889)
585,"Sunrise Key Blvd, Fort Lauderdale, Florida, 33304",4,"Thu, 05 Oct 2017 17:37:55 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.12111111,26.13055556,,2017-10-05 17:37:55,POINT (-80.1211111109999 26.130555555)
586,"1600 NE 28th Dr, Fort Lauderdale, Florida, 33334",4,"Thu, 05 Oct 2017 17:39:54 GMT",,high_tide_tidal_flooding,,WILTON MANORS,,,,,33334,,,,,,,-80.12638889,26.16305556,,2017-10-05 17:39:54,POINT (-80.1263888889999 26.163055555)
587,"1815 NE 7th St, Fort Lauderdale, Florida, 33304",4,"Thu, 05 Oct 2017 17:41:29 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.12111111,26.13222222,,2017-10-05 17:41:29,POINT (-80.1211111109999 26.132222222)
588,"1541 NE 28th Dr, Fort Lauderdale, Florida, 33334",4,"Thu, 05 Oct 2017 17:43:39 GMT",,high_tide_tidal_flooding,,WILTON MANORS,,,,,33334,,,,,,,-80.12694444,26.16333333,,2017-10-05 17:43:39,POINT (-80.1269444449999 26.163333333)
589,"3001 NE 14th Ave, Fort Lauderdale, Florida, 33334",4,"Thu, 05 Oct 2017 17:44:30 GMT",,high_tide_tidal_flooding,,OAKLAND PARK,,,,,33334,,,,,,,-80.12916667,26.165,,2017-10-05 17:44:30,POINT (-80.1291666659999 26.165)
590,"3001 NE 14th Ave, Fort Lauderdale, Florida, 33334",4,"Thu, 05 Oct 2017 17:45:59 GMT",,high_tide_tidal_flooding,,OAKLAND PARK,,,,,33334,,,,,,,-80.12916667,26.165,,2017-10-05 17:45:59,POINT (-80.1291666659999 26.165)
591,"3001 NE 14th Ave, Fort Lauderdale, Florida, 33334",4,"Thu, 05 Oct 2017 17:47:08 GMT",,high_tide_tidal_flooding,,OAKLAND PARK,,,,,33334,,,,,,,-80.12916667,26.165,,2017-10-05 17:47:08,POINT (-80.1291666659999 26.165)
592,"1931 NE 21st St, Fort Lauderdale, Florida, 33305",4,"Thu, 05 Oct 2017 17:48:11 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33305,,,,,,,-80.12111111,26.155,,2017-10-05 17:48:11,POINT (-80.1211111109999 26.155)
593,"3000 NE 12th Ter, Fort Lauderdale, Florida, 33334",4,"Thu, 05 Oct 2017 17:49:14 GMT",,high_tide_tidal_flooding,,OAKLAND PARK,,,,,33334,,,,,,,-80.13027778,26.16444445,,2017-10-05 17:49:14,POINT (-80.1302777769999 26.1644444450001)
594,"Wilton Manors, Florida",4,"Thu, 05 Oct 2017 17:51:46 GMT",,high_tide_tidal_flooding,,WILTON MANORS,,,,,33334,,,,,,,-80.13083333,26.16138889,,2017-10-05 17:51:46,POINT (-80.1308333329999 26.161388889)
595,"935 NE 18th Ct, Fort Lauderdale, Florida, 33305",4,"Thu, 05 Oct 2017 19:49:24 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33305,,,,,,,-80.13346676,26.15245962,,2017-10-05 19:49:24,POINT (-80.133466762 26.152459622)
596,"700-750 N North Lake Dr, Hollywood, Florida, 33019",6,"Thu, 05 Oct 2017 20:06:35 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11830833,26.01870833,,2017-10-05 20:06:35,POINT (-80.118308333 26.0187083330001)
597,"700-750 N North Lake Dr, Hollywood, Florida, 33019",6,"Thu, 05 Oct 2017 20:08:23 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11825556,26.01864722,,2017-10-05 20:08:23,POINT (-80.118255556 26.018647222)
598,"700-750 N North Lake Dr, Hollywood, Florida, 33019",6,"Thu, 05 Oct 2017 20:11:12 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11820278,26.01854167,,2017-10-05 20:11:12,POINT (-80.118202778 26.0185416670001)
599,"700-750 N North Lake Dr, Hollywood, Florida, 33019",6,"Thu, 05 Oct 2017 20:12:11 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11824722,26.01856667,,2017-10-05 20:12:11,POINT (-80.118247222 26.0185666670001)
600,"700-750 N North Lake Dr, Hollywood, Florida, 33019",6,"Thu, 05 Oct 2017 20:13:56 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11825556,26.01864722,,2017-10-05 20:13:56,POINT (-80.118255556 26.018647222)
601,"700-750 N North Lake Dr, Hollywood, Florida, 33019",6,"Thu, 05 Oct 2017 20:16:07 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11910278,26.01866111,,2017-10-05 20:16:07,POINT (-80.119102777 26.018661111)
602,"711 N North Lake Dr, Hollywood, Florida, 33019",6,"Thu, 05 Oct 2017 20:17:56 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11980556,26.01872222,,2017-10-05 20:17:56,POINT (-80.119805556 26.0187222220001)
603,"752-798 N North Lake Dr, Hollywood, Florida, 33019",6,"Thu, 05 Oct 2017 20:20:03 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12089444,26.0186,,2017-10-05 20:20:03,POINT (-80.120894445 26.0186)
604,"833 N North Lake Dr, Hollywood, Florida, 33019",6,"Thu, 05 Oct 2017 20:21:54 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12233611,26.018625,,2017-10-05 20:21:54,POINT (-80.122336112 26.018625)
605,"863-899 N North Lake Dr, Hollywood, Florida, 33019",6,"Thu, 05 Oct 2017 20:22:39 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12248889,26.0186,,2017-10-05 20:22:39,POINT (-80.122488889 26.0186)
606,"901-913 Buchanan St, Hollywood, Florida, 33019",6,"Thu, 05 Oct 2017 20:24:36 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12330556,26.01773333,,2017-10-05 20:24:36,POINT (-80.1233055549999 26.0177333340001)
607,"600-608 N 11th Ave, Hollywood, Florida, 33019",6,"Thu, 05 Oct 2017 20:26:00 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12810556,26.01650278,,2017-10-05 20:26:00,POINT (-80.128105556 26.0165027780001)
608,Holland Park,6,"Thu, 05 Oct 2017 20:27:26 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12116111,26.01938055,,2017-10-05 20:27:26,POINT (-80.121161112 26.0193805550001)
