,original_reference_no,original_request_type,original_status,original_priority,original_assigned_dept,original_date,formatted,lat,lon,geometry
446,W068629-070822,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/8/2022 10:53 AM,"1511 Alberca Street, Coral Gables, FL 33134, United States of America",25.7572989,-80.27595868,POINT (-80.27595868 25.7572989)
447,W068627-070822,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/8/2022 10:40 AM,"1036 Milan Avenue, Coral Gables, FL 33134, United States of America",25.75681265,-80.27675845,POINT (-80.27675845 25.75681265)
448,W068625-070822,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/8/2022 10:30 AM,"1015 Country Club Prado, Coral Gables, FL 33134, United States of America",25.76129805,-80.2861487,POINT (-80.2861487 25.76129805)
449,W068624-070822,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/8/2022 10:22 AM,"825 Madrid Street, Coral Gables, FL 33134, United States of America",25.7629096,-80.28200226,POINT (-80.28200226 25.7629096)
450,W068623-070822,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/8/2022 1O:15 AM,"1255 Lisbon Street, Coral Gables, FL 33134, United States of America",25.7590075,-80.28336604,POINT (-80.28336604 25.7590075)
451,W068607-070722,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/7/2022 4:32 PM,"801 Madrid Street, Coral Gables, FL 33134, United States of America",25.7635599,-80.2819108,POINT (-80.2819108 25.7635599)
452,W068606-070722,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/7/2022 4:24 PM,"5430 SW 8th Street, Coral Gables, FL 33134-2218, United States of America",25.763498,-80.282925,POINT (-80.282925 25.763498)
453,W068605-070722,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/7/2022 4:21 PM,"1431 San Benito Avenue, Coral Gables, FL 33134, United States of America",25.7613354,-80.28495036,POINT (-80.28495036 25.7613354)
454,W068604-070722,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/7/2022 4:13 PM,"1432 Ortega Avenue, Coral Gables, FL 33134, United States of America",25.7579358,-80.28481463,POINT (-80.28481463 25.7579358)
455,W068603-070722,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/7/2022 4:10 PM,"1306 Lisbon Street, Coral Gables, FL 33134, United States of America",25.75856915,-80.28385298,POINT (-80.28385298 25.75856915)
456,W068597-070722,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/7/2022 3:49 PM,"801 Madrid Street, Coral Gables, FL 33134, United States of America",25.7635599,-80.2819108,POINT (-80.2819108 25.7635599)
457,W068594-070722,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/7/2022 3:39 PM,"801 Madrid Street, Coral Gables, FL 33134, United States of America",25.7635599,-80.2819108,POINT (-80.2819108 25.7635599)
458,W068593-070722,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/7/2022 3:17 PM,"809 Ferdinand Street, Coral Gables, FL 33134, United States of America",25.763252,-80.2853112,POINT (-80.2853112 25.763252)
459,W068592-070722,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/7/2022 3:13 PM,"1560 San Benito Avenue, Coral Gables, FL 33134, United States of America",25.76081665,-80.2875408,POINT (-80.2875408 25.76081665)
460,W068591-070722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,7/7/2022 3:09 PM,"1550 Venetia Avenue, Coral Gables, FL 33134, United States of America",25.75855265,-80.28735995,POINT (-80.28735995 25.75855265)
461,W068515-070522,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/5/2022 2:51 PM,"1245 Obispo Avenue, Coral Gables, FL 33134, United States of America",25.75532945,-80.28125971,POINT (-80.28125971 25.75532945)
462,W068514-070522,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/5/2022 2:46 PM,"2217 Columbus Boulevard, Coral Gables, FL 33134, United States of America",25.7499661,-80.27889767,POINT (-80.27889767 25.7499661)
463,W068513-070522,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/5/2022 2:41 PM,"1131 Obispo Avenue, Coral Gables, FL 33134, United States of America",25.7553211,-80.27849957,POINT (-80.27849957 25.7553211)
464,W068512-070522,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/5/2022 2:37 PM,"1555 Obispo Avenue, Coral Gables, FL 33134, United States of America",25.7549899,-80.28719675,POINT (-80.28719675 25.7549899)
465,W068511-070522,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/5/2022 2:34 PM,"1346 South Greenway Drive, Coral Gables, FL 33134, United States of America",25.7509911,-80.28364421,POINT (-80.28364421 25.7509911)
466,W068510-070522,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,7/5/2022 2:27 PM,"1200 Castile Avenue, Coral Gables, FL 33134, United States of America",25.7494228,-80.27938997,POINT (-80.27938997 25.7494228)
467,W068409-063022,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/30/2022 5:00 PM,"1251 North Greenway Drive, Coral Gables, FL 33134, United States of America",25.7532274,-80.2814014,POINT (-80.2814014 25.7532274)
468,W068407-063022,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/30/2022 4:52 PM,"1220 Obispo Avenue, Coral Gables, FL 33134, United States of America",25.75476025,-80.28029675,POINT (-80.28029675 25.75476025)
469,W068344-062922,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,6/29/2022 8:50 AM,"3505 Toledo Street, Coral Gables, FL 33134, United States of America",25.73875415,-80.2709636,POINT (-80.2709636 25.73875415)
470,W068312-062822,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/28/2022 9:16 AM,"1101 North Greenway Drive, Coral Gables, FL 33134, United States of America",25.7533723,-80.27751387,POINT (-80.27751387 25.7533723)
471,W067975-061622,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,6/16/2022 10:02 AM,"513 San Esteban Avenue, Coral Gables, FL 33146, United States of America",25.73150225,-80.26470351,POINT (-80.26470351 25.73150225)
472,W067959-061522,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/15/2022 2:52 PM,"11060 Marin Street, Coral Gables, FL 33156, United States of America",25.6733492,-80.2701404,POINT (-80.2701404 25.6733492)
473,W067915-061422,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/14/2022 4:45 PM,"Coral Gables, FL, United States of America",25.66241551,-80.28675805,POINT (-80.28675805 25.66241551)
474,W067897-061422,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,6/14/2022 11:36 AM,"5220 Alhambra Circle, Coral Gables, FL 33146, United States of America",25.7210707,-80.2842038,POINT (-80.2842038 25.7210707)
475,W067896-061422,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW - Utilities,6/14/2022 11:28 AM,"1240 Asturia Avenue, Coral Gables, FL 33134, United States of America",25.75022645,-80.28088058,POINT (-80.28088058 25.75022645)
476,W067818-061322,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/13/2022 8:12 AM,"6901 Portillo Street, Coral Gables, FL 33146, United States of America",25.7058855,-80.26961526,POINT (-80.26961526 25.7058855)
477,W067748-060922,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/9/2022 3:47 PM,"2023 Red Road, Miami, FL 33155-2230, United States of America",25.7522056,-80.28713359,POINT (-80.28713359 25.7522056)
478,W067695-060722,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,617/2022 4:37 PM,"5520 Oakwood Lane, Coral Gables, FL 33156, United States of America",25.68483318,-80.28364814,POINT (-80.28364814 25.68483318)
479,W067656-060622,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/6/2022 4:51 PM,"5520 Oakwood Lane, Coral Gables, FL 33156, United States of America",25.68483318,-80.28364814,POINT (-80.28364814 25.68483318)
480,W067652-060622,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,6/6/2022 3:18 PM,"716 Navarre Avenue, Coral Gables, FL 33134, United States of America",25.753513,-80.26988361,POINT (-80.26988361 25.753513)
481,W067646-060622,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/6/2022 2:21 PM,"2550 Douglas Road, Coral Gables, FL 33134, United States of America",25.748283,-80.254793,POINT (-80.254793 25.748283)
482,W067645-060622,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,6/6/2022 2:13 PM,6201 Marlin Drive,25.63715835,-80.29341239,POINT (-80.29341239 25.63715835)
483,W067643-060622,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,6/6/2022 1:51 PM,"743 Anastasia Avenue, Coral Gables, FL 33134, United States of America",25.7420286,-80.26973414,POINT (-80.26973414 25.7420286)
484,W067642-060622,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/6/2022 1:49 PM,"743 Anastasia Avenue, Coral Gables, FL 33134, United States of America",25.7420286,-80.26973414,POINT (-80.26973414 25.7420286)
485,W067632-060622,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/6/2022 11:1S AM,"605 Madeira Avenue, Coral Gables, FL 33134, United States of America",25.75567935,-80.26755604,POINT (-80.26755604 25.75567935)
486,W067621-060622,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/6/2022 9:43 AM,"531 Valencia Avenue, Coral Gables, FL 33134, United States of America",25.747453,-80.2659969,POINT (-80.2659969 25.747453)
487,W067612-060622,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/6/2022 8:50 AM,"1401 Tangier Street, Coral Gables, FL 33134, United States of America",25.7584311,-80.27846596,POINT (-80.27846596 25.7584311)
488,W067611-060622,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/6/2022 8:45 AM,"5441 Banyan Drive, Coral Gables, FL 33156, United States of America",25.6893398,-80.2813828,POINT (-80.2813828 25.6893398)
489,W067600-060522,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/5/2022 11:48 AM,"5885 SW 117th St, Coral Gables, FL 33156, United States of America",25.66323757,-80.28820566,POINT (-80.28820566 25.66323757)
490,W067598-060522,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/5/2022 10:20 AM,"1236 Asturia Avenue, Coral Gables, FL 33134, United States of America",25.750287,-80.28073518,POINT (-80.28073518 25.750287)
491,W067595-060422,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/4/2022 1:01 PM,"5820 SW 117th St, Coral Gables, FL 33156, United States of America",25.66259723,-80.28679066,POINT (-80.28679066 25.66259723)
492,W067593-060322,(Internal) - Drainage Assessments/Improvements,In Progress,Medium,PW- Central and Engineering,6/3/2022 4:55 PM,"1011 Bayamo Avenue, Coral Gables, FL 33146, United States of America",25.70961395,-80.27101616,POINT (-80.27101616 25.70961395)
493,W067591-060322,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/3/2022 4:42 PM,"915 Valencia Avenue, Coral Gables, FL 33134, United States of America",25.74723475,-80.27343747,POINT (-80.27343747 25.74723475)
494,W067577-060322,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/3/2022 12:35 PM,"830 Granada Boulevard, Coral Gables, FL 33134, United States of America",25.7628664,-80.2757841,POINT (-80.2757841 25.7628664)
495,W067573-060322,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/3/202212:13 PM,"1430 Madruga Avenue, Coral Gables, FL 33146, United States of America",25.709183,-80.28167386,POINT (-80.28167386 25.709183)
496,W067569-060322,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/3/2022 11:42 AM,"490 Campana Avenue, Coral Gables, FL 33156, United States of America",25.6744013,-80.2740375,POINT (-80.2740375 25.6744013)
497,W067566-060322,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/3/2022 10:33 AM,"1246 Asturia Avenue, Coral Gables, FL 33134, United States of America",25.7502376,-80.28114038,POINT (-80.28114038 25.7502376)
498,W067529-060222,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/2/2022 10:47 AM,"235 Antilla Avenue, Coral Gables, FL 33134, United States of America",25.7606671,-80.2603851,POINT (-80.2603851 25.7606671)
499,W067516-060122,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,6/1/2022 1:40 PM,"119 Cibao Court, Coral Gables, FL 33134, United States of America",25.76729375,-80.25874941,POINT (-80.25874941 25.76729375)
500,W067297-052622,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,5/26/2022 8:47 AM,"902 Salzedo Street, Coral Gables, FL 33134, United States of America",25.7626473,-80.26100638,POINT (-80.26100638 25.7626473)
501,W067178-052022,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/20/2022 4:41 PM,"910 Coral Way, Coral Gables, FL 33134-4825, United States of America",25.748513,-80.273404,POINT (-80.273404 25.748513)
502,W067026-051622,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/16/2022 4:45 PM,"6901 Yumuri Street, Coral Gables, FL 33146, United States of America",25.70539285,-80.28189129,POINT (-80.28189129 25.70539285)
503,W066916-051222,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,5/12/2022 11:51 AM,"3294 Riviera Drive, Coral Gables, FL 33134, United States of America",25.74064405,-80.26699759,POINT (-80.26699759 25.74064405)
504,W066552-050222,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/2/2022 3:04 PM,"1271 Anastasia Avenue, Coral Gables, FL 33134, United States of America",25.7444153,-80.28105322,POINT (-80.28105322 25.7444153)
505,W066551-050222,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,5/2/2022 2:58 PM,"1271 Anastasia Avenue, Coral Gables, FL 33134, United States of America",25.7444153,-80.28105322,POINT (-80.28105322 25.7444153)
506,W066550-050222,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,5/2/2022 2:51 PM,"2701 Indian Mound Trail, Coral Gables, FL 33134, United States of America",25.74463361,-80.2818084,POINT (-80.2818084 25.74463361)
507,W066549-050222,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,5/2/2022 2:48 PM,"2701 Indian Mound Trail, Coral Gables, FL 33134, United States of America",25.74463361,-80.2818084,POINT (-80.2818084 25.74463361)
508,W066548-050222,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,5/2/2022 2:43 PM,"1143 Andalusia Avenue, Coral Gables, FL 33134, United States of America",25.7480211,-80.27882515,POINT (-80.27882515 25.7480211)
509,W066547-050222,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/2/2022 2:36 PM,"1120 Andalusia Avenue, Coral Gables, FL 33134, United States of America",25.74766933,-80.2775758,POINT (-80.2775758 25.74766933)
510,W066542-050222,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/2/2022 2:19 PM,"2920 Columbus Boulevard, Coral Gables, FL 33134, United States of America",25.74353975,-80.27918453,POINT (-80.27918453 25.74353975)
511,W066541-050222,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/2/2022 2:13 PM,"1037 Malaga Avenue, Coral Gables, FL 33134, United States of America",25.74270875,-80.27615232,POINT (-80.27615232 25.74270875)
512,W066540-050222,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/2/2022 2:08 PM,"2514 Granada Boulevard, Coral Gables, FL 33134, United States of America",25.7471511,-80.27533907,POINT (-80.27533907 25.7471511)
513,W066539-050222,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/2/2022 2:04 PM,"2500 Granada Boulevard, Coral Gables, FL 33134, United States of America",25.7474991,-80.2753787,POINT (-80.2753787 25.7474991)
514,W066538-050222,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,5/2/2022 1:55 PM,"2912 Alhambra Circle, Coral Gables, FL 33134, United States of America",25.7434106,-80.28490384,POINT (-80.28490384 25.7434106)
515,W066411-042722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/27/2022 4:34 PM,"2622 Country Club Prado, Coral Gables, FL 33134, United States of America",25.74574465,-80.28649152,POINT (-80.28649152 25.74574465)
516,W066408-042722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/27/2022 4:20 PM,"2516 North Greenway Drive, Coral Gables, FL 33134, United States of America",25.7469135,-80.28389458,POINT (-80.28389458 25.7469135)
517,W066407-042722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/27/2022 4:11 PM,"2521 North Greenway Drive, Coral Gables, FL 33134, United States of America",25.7469381,-80.28329009,POINT (-80.28329009 25.7469381)
518,W066406-042722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/27/2022 4:02 PM,"2412 North Greenway Drive, Coral Gables, FL 33134, United States of America",25.7479434,-80.28386116,POINT (-80.28386116 25.7479434)
519,W066405-042722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/27/2022 3:56 PM,"2602 San Domingo Street, Coral Gables, FL 33134, United States of America",25.74649135,-80.28288462,POINT (-80.28288462 25.74649135)
520,W066403-042722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/27/2022 3:18 PM,"2534 Indian Mound Trail, Coral Gables, FL 33134, United States of America",25.74714725,-80.28151472,POINT (-80.28151472 25.74714725)
521,W066402-042722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/27/2022 3:13 PM,"2701 Indian Mound Trail, Coral Gables, FL 33134, United States of America",25.74463361,-80.2818084,POINT (-80.2818084 25.74463361)
522,W066400-042722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/27/2022 2:59 PM,"2700 Columbus Boulevard, Coral Gables, FL 33134, United States of America",25.7457303,-80.27934644,POINT (-80.27934644 25.7457303)
523,W066399-042722,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,4/27/2022 2:54 PM,"1120 Andalusia Avenue, Coral Gables, FL 33134, United States of America",25.74766933,-80.2775758,POINT (-80.2775758 25.74766933)
524,W066397-042722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/27/2022 2:45 PM,"1112 Valencia Avenue, Coral Gables, FL 33134, United States of America",25.74662325,-80.277683,POINT (-80.277683 25.74662325)
525,W066395-042722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/27/2022 2:30 PM,"1035 Andalusia Avenue, Coral Gables, FL 33134, United States of America",25.74795725,-80.27647987,POINT (-80.27647987 25.74795725)
526,W066394-042722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/27/2022 2:22 PM,"Coral Gables Congregation Church, 3010 De Soto Boulevard, Coral Gables, FL 33134, United States of America",25.7428751,-80.27848901,POINT (-80.27848901 25.7428751)
527,W066392-042722,Storm Drain/ Catch Basin,Completed,Medium,PW- Permits Section: Internal Use,4/27/2022 2:16 PM,"1116 Malaga Avenue, Coral Gables, FL 33134, United States of America",25.7421805,-80.2777038,POINT (-80.2777038 25.7421805)
528,W066391-042722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/27/2022 2:09 PM,"2846 De Soto Boulevard, Coral Gables, FL 33134, United States of America",25.7444254,-80.2767199,POINT (-80.2767199 25.7444254)
529,W066390-042722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/27/2022 2:04 PM,"1038 Catalonia Avenue, Coral Gables, FL 33134, United States of America",25.74310465,-80.27632505,POINT (-80.27632505 25.74310465)
530,W066243-042122,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,4/21/2022 2:13 PM,"4409 Santa Maria Street, Coral Gables, FL 33146, United States of America",25.7304967,-80.27771754,POINT (-80.27771754 25.7304967)
531,W066241-042122,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/21/2022 2:03 PM,"4606 University Drive, Coral Gables, FL 33146, United States of America",25.72899915,-80.27356305,POINT (-80.27356305 25.72899915)
532,W066238-042122,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/21/20221:45 PM,"4225 University Drive, Coral Gables, FL 33146, United States of America",25.73202005,-80.27386288,POINT (-80.27386288 25.73202005)
533,W066236-042122,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/21/20221:39 PM,"4107 University Drive, Coral Gables, FL 33146, United States of America",25.7331407,-80.27443504,POINT (-80.27443504 25.7331407)
534,W066235-042122,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/21/20221:32 PM,"4025 University Drive, Coral Gables, FL 33146, United States of America",25.73340105,-80.27464021,POINT (-80.27464021 25.73340105)
535,W066234-042122,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/21/20221:27 PM,"4209 Santa Maria Street, Coral Gables, FL 33146, United States of America",25.73196305,-80.2778321,POINT (-80.2778321 25.73196305)
536,W066230-042122,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/21/2022 11:46 AM,"4200 Santa Maria Street, Coral Gables, FL 33146, United States of America",25.73236025,-80.27853408,POINT (-80.27853408 25.73236025)
537,W066229-042122,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/21/2022 11:42 AM,"4510 Santa Maria Street, Coral Gables, FL 33146, United States of America",25.72964105,-80.27837463,POINT (-80.27837463 25.72964105)
538,W066228-042122,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/21/2022 11:21 AM,"4515 Santa Maria Street, Coral Gables, FL 33146, United States of America",25.72937575,-80.27776969,POINT (-80.27776969 25.72937575)
539,W066227-042122,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/21/2022 11:17 AM,"4701 Santa Maria Street, Coral Gables, FL 33146, United States of America",25.7279396,-80.27769952,POINT (-80.27769952 25.7279396)
540,W066226-042122,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/21/2022 11:09 AM,"4730 Santa Maria Street, Coral Gables, FL 33146, United States of America",25.72707225,-80.2783372,POINT (-80.2783372 25.72707225)
541,W066208-042022,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/20/2022 4:13 PM,"4830 San Amaro Drive, Coral Gables, FL 33146, United States of America",25.7254337,-80.28136789,POINT (-80.28136789 25.7254337)
542,W066207-042022,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/20/2022 3:56 PM,"1414 Alegriano Avenue, Coral Gables, FL 33146, United States of America",25.7271194,-80.28193621,POINT (-80.28193621 25.7271194)
543,W066206-042022,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/20/2022 3:51 PM,"4512 San Amaro Drive, Coral Gables, FL 33146, United States of America",25.729819,-80.28219294,POINT (-80.28219294 25.729819)
544,W066205-042022,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,4/20/2022 3:43 PM,"4100 Pinta Court, Coral Gables, FL 33146, United States of America",25.73339395,-80.28052841,POINT (-80.28052841 25.73339395)
545,W066203-042022,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/20/2022 1:58 PM,"4010 San Amaro Drive, Coral Gables, FL 33146, United States of America",25.7335402,-80.28259357,POINT (-80.28259357 25.7335402)
546,W066202-042022,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/20/2022 1:44 PM,"4615 Santa Maria Street, Coral Gables, FL 33146, United States of America",25.72843045,-80.27772892,POINT (-80.27772892 25.72843045)
547,W066201-042022,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/20/2022 1:39 PM,"1210 Mendavia Avenue, Coral Gables, FL 33146, United States of America",25.72781185,-80.27656032,POINT (-80.27656032 25.72781185)
548,W066199-042022,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/20/2022 1:32 PM,"1360 Mendavia Avenue, Coral Gables, FL 33146, United States of America",25.7278714,-80.28037184,POINT (-80.28037184 25.7278714)
549,W066197-042022,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/20/2022 1:20 PM,"1454 Mendavia Avenue, Coral Gables, FL 33146, United States of America",25.7277714,-80.28335405,POINT (-80.28335405 25.7277714)
550,W066117-041822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/18/2022 10:49 AM,"4700 Alhambra Circle, Coral Gables, FL 33146, United States of America",25.7278154,-80.28447935,POINT (-80.28447935 25.7278154)
551,W066115-041822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/18/2022 10:37 AM,"1518 Sarria Avenue, Coral Gables, FL 33146, United States of America",25.7306498,-80.28517899,POINT (-80.28517899 25.7306498)
552,W066114-041822,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,4/18/2022 10:28 AM,"1410 Cantoria Avenue, Coral Gables, FL 33146, United States of America",25.73229095,-80.28287165,POINT (-80.28287165 25.73229095)
553,W066113-041822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/18/2022 10:24 AM,"1251 Mariola Court, Coral Gables, FL 33134, United States of America",25.73549445,-80.27899035,POINT (-80.27899035 25.73549445)
554,W066112-041822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/18/2022 10:20 AM,"1567 Plasentia Avenue, Coral Gables, FL 33134, United States of America",25.73589125,-80.28641285,POINT (-80.28641285 25.73589125)
555,W066109-041822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/18/2022 10:03 AM,"1461 Urbino Avenue, Coral Gables, FL 33146, United States of America",25.7223099,-80.28327904,POINT (-80.28327904 25.7223099)
556,W066108-041822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/18/2022 10:00 AM,"1420 Urbino Avenue, Coral Gables, FL 33146, United States of America",25.72192935,-80.28174202,POINT (-80.28174202 25.72192935)
557,W0661 06-041822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/18/2022 9:55 AM,"1519 Zoreta Avenue, Coral Gables, FL 33146, United States of America",25.717094,-80.284444,POINT (-80.284444 25.717094)
558,W0661 04-041822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/18/2022 9:51 AM,"1460 Mantua Avenue, Coral Gables, FL 33146, United States of America",25.7255424,-80.28342341,POINT (-80.28342341 25.7255424)
559,W066102-041822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/18/2022 9:44 AM,"5010 San Amaro Drive, Coral Gables, FL 33146, United States of America",25.72319295,-80.28117282,POINT (-80.28117282 25.72319295)
560,W0661 01-041822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/18/2022 9:28 AM,"1507 Levante Avenue, Coral Gables, FL 33146, United States of America",25.7109507,-80.2840318,POINT (-80.2840318 25.7109507)
561,W066081-041522,Storm Drain / Catch Basin,Completed,Medium,PW - Utilities,4/15/2022 2:49 PM,"5900 San Amaro Drive, Coral Gables, FL 33146, United States of America",25.7136343,-80.2835509,POINT (-80.2835509 25.7136343)
562,W066080-041522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/15/2022 2:41 PM,"1542 Siena Avenue, Coral Gables, FL 33146, United States of America",25.7240071,-80.28583012,POINT (-80.28583012 25.7240071)
563,W066078-041522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/15/2022 2:36 PM,"1510 Siena Avenue, Coral Gables, FL 33146, United States of America",25.72405155,-80.28465115,POINT (-80.28465115 25.72405155)
564,W066077-041 522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/15/2022 2:30 PM,"1521 Siena Avenue, Coral Gables, FL 33146, United States of America",25.7245017,-80.28499433,POINT (-80.28499433 25.7245017)
565,W066076-041522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,4/15/2022 2:22 PM,"6500 Red Road, Coral Gables, FL 33143, United States of America",25.709296,-80.285196,POINT (-80.285196 25.709296)
